Date,Home,Away,SourceHome,SourceAway,HG,AG,HTHG,HTAG,MatchScore
2021-08-29,Hacken,Goteborg,BK Häcken,IFK Göteborg,3,2,2,1,0.849624060150376
2021-08-28,Varberg,Halmstad,Varbergs BoIS FC,Halmstads BK,1,0,0,0,0.7543859649122806
2021-08-28,Degerfors,Mjallby,Degerfors IF,Mjällby AIF,0,2,0,1,0.861764705882353
2021-08-28,AIK,Orebro,AIK,Orebro SK,2,0,2,0,0.9285714285714286
2021-08-22,Orebro,Sirius,Orebro SK,IK Sirius,1,1,1,0,0.8571428571428571
2021-08-22,Halmstad,Norrkoping,Halmstads BK,IFK Norrköping,2,1,1,0,0.8558352402745995
2021-08-22,Elfsborg,Hammarby,IF Elfsborg,Hammarby IF,2,2,1,0,0.8888888888888888
2021-08-22,AIK,Hacken,AIK,BK Häcken,2,1,1,0,0.9285714285714286
2021-08-21,Malmo FF,Degerfors,Malmö FF,Degerfors IF,3,0,1,0,0.95
2021-08-15,Ostersunds,Norrkoping,Östersunds FK,IFK Norrköping,1,2,0,1,0.8893280632411067
2021-08-15,Mjallby,Djurgarden,Mjällby AIF,Djurgården,0,1,0,1,0.9117647058823529
2021-08-15,Hammarby,Elfsborg,Hammarby IF,IF Elfsborg,0,2,0,1,0.8888888888888888
2021-08-15,Degerfors,Hacken,Degerfors IF,BK Häcken,3,0,3,0,0.8785714285714286
2021-08-14,Malmo FF,Goteborg,Malmö FF,IFK Göteborg,2,3,1,1,0.9210526315789473
2021-08-14,Kalmar,Halmstad,Kalmar FF,Halmstads BK,1,1,1,1,0.849624060150376
2021-08-08,Hacken,Ostersunds,BK Häcken,Östersunds FK,5,0,2,0,0.8831168831168831
2021-08-08,Goteborg,Hammarby,IFK Göteborg,Hammarby IF,0,0,0,0,0.8654970760233918
2021-08-08,Elfsborg,Degerfors,IF Elfsborg,Degerfors IF,3,0,2,0,0.8944444444444444
2021-08-08,Djurgarden,AIK,Djurgården,AIK,1,4,1,1,1.0
2021-08-07,Orebro,Mjallby,Orebro SK,Mjällby AIF,2,2,1,1,0.8403361344537814
2021-08-07,Halmstad,Malmo FF,Halmstads BK,Malmö FF,0,0,0,0,0.9210526315789473
2021-08-01,Ostersunds,Hammarby,Östersunds FK,Hammarby IF,1,1,1,0,0.898989898989899
2021-08-01,Kalmar,Mjallby,Kalmar FF,Mjällby AIF,1,0,0,0,0.8403361344537814
2021-08-01,Djurgarden,Hacken,Djurgården,BK Häcken,2,1,0,0,0.9285714285714286
2021-07-31,Degerfors,Varberg,Degerfors IF,Varbergs BoIS FC,1,1,0,0,0.7833333333333333
2021-07-25,Kalmar,Djurgarden,Kalmar FF,Djurgården,0,1,0,0,0.9285714285714286
2021-07-25,Hammarby,Norrkoping,Hammarby IF,IFK Norrköping,2,1,1,1,0.8792270531400965
2021-07-25,Hacken,Elfsborg,BK Häcken,IF Elfsborg,1,1,1,1,0.873015873015873
2021-07-24,Sirius,Degerfors,IK Sirius,Degerfors IF,2,0,2,0,0.8785714285714286
2021-07-24,Mjallby,Malmo FF,Mjällby AIF,Malmö FF,0,2,0,0,0.9117647058823529
2021-07-18,Orebro,Hammarby,Orebro SK,Hammarby IF,0,2,0,1,0.873015873015873
2021-07-18,Norrkoping,Hacken,IFK Norrköping,BK Häcken,0,1,0,0,0.8633540372670807
2021-07-18,AIK,Kalmar,AIK,Kalmar FF,2,0,0,0,0.9285714285714286
2021-07-17,Elfsborg,Ostersunds,IF Elfsborg,Östersunds FK,3,0,1,0,0.898989898989899
2021-07-17,Degerfors,Malmo FF,Degerfors IF,Malmö FF,0,5,0,2,0.95
2021-07-11,Ostersunds,Goteborg,Östersunds FK,IFK Göteborg,2,3,0,2,0.8755980861244019
2021-07-11,Mjallby,Norrkoping,Mjällby AIF,IFK Norrköping,0,1,0,1,0.8465473145780051
2021-07-11,Hammarby,Degerfors,Hammarby IF,Degerfors IF,5,1,1,1,0.8944444444444444
2021-07-11,Elfsborg,Orebro,IF Elfsborg,Orebro SK,2,1,0,0,0.873015873015873
2021-07-10,Malmo FF,Sirius,Malmö FF,IK Sirius,4,0,2,0,0.9285714285714286
2021-07-10,AIK,Varberg,AIK,Varbergs BoIS FC,2,1,1,1,0.8333333333333333
2021-07-04,Varberg,Kalmar,Varbergs BoIS FC,Kalmar FF,1,1,0,0,0.7619047619047619
2021-07-04,Sirius,Mjallby,IK Sirius,Mjällby AIF,2,1,1,1,0.8403361344537814
2021-07-04,Hammarby,Halmstad,Hammarby IF,Halmstads BK,1,1,0,0,0.8654970760233918
2021-07-04,Hacken,AIK,BK Häcken,AIK,2,1,0,0,0.9285714285714286
2021-07-03,Norrkoping,Malmo FF,IFK Norrköping,Malmö FF,3,2,2,2,0.9347826086956521
2021-07-03,Degerfors,Ostersunds,Degerfors IF,Östersunds FK,3,1,0,1,0.9045454545454545
2021-05-23,Kalmar,Hammarby,Kalmar FF,Hammarby IF,2,1,1,1,0.873015873015873
2021-05-23,Halmstad,Degerfors,Halmstads BK,Degerfors IF,0,0,0,0,0.8710526315789473
2021-05-23,Hacken,Varberg,BK Häcken,Varbergs BoIS FC,3,1,3,0,0.7619047619047619
2021-05-23,Djurgarden,Goteborg,Djurgården,IFK Göteborg,0,0,0,0,0.9210526315789473
2021-05-22,Ostersunds,Sirius,Östersunds FK,IK Sirius,3,0,1,0,0.8831168831168831
2021-05-22,AIK,Mjallby,AIK,Mjällby AIF,2,2,1,0,0.9117647058823529
2021-05-16,Hammarby,Djurgarden,Hammarby IF,Djurgården,2,2,0,1,0.9444444444444444
2021-05-13,Halmstad,Mjallby,Halmstads BK,Mjällby AIF,1,1,1,0,0.8328173374613003
2021-05-09,Mjallby,Ostersunds,Mjällby AIF,Östersunds FK,1,0,1,0,0.8663101604278074
2021-05-09,Malmo FF,Varberg,Malmö FF,Varbergs BoIS FC,3,2,1,1,0.8333333333333333
2021-05-09,Degerfors,Djurgarden,Degerfors IF,Djurgården,2,0,0,0,0.95
2021-05-08,Orebro,Halmstad,Orebro SK,Halmstads BK,1,0,0,0,0.849624060150376
2021-05-08,Hammarby,Sirius,Hammarby IF,IK Sirius,3,2,1,0,0.873015873015873
2021-05-08,Goteborg,Hacken,IFK Göteborg,BK Häcken,1,1,0,0,0.849624060150376
2021-05-08,Elfsborg,Kalmar,IF Elfsborg,Kalmar FF,2,2,1,0,0.873015873015873
2021-05-02,Ostersunds,Varberg,Östersunds FK,Varbergs BoIS FC,1,2,1,1,0.7878787878787878
2021-05-02,Orebro,Norrkoping,Orebro SK,IFK Norrköping,0,3,0,1,0.8633540372670807
2021-05-02,Halmstad,Goteborg,Halmstads BK,IFK Göteborg,1,1,1,0,0.8421052631578947
2021-05-02,AIK,Elfsborg,AIK,IF Elfsborg,1,0,0,0,0.9444444444444444
2021-05-01,Sirius,Kalmar,IK Sirius,Kalmar FF,1,1,0,0,0.8571428571428571
2021-05-01,Hammarby,Hacken,Hammarby IF,BK Häcken,1,1,0,1,0.873015873015873
2021-04-25,Varberg,Djurgarden,Varbergs BoIS FC,Djurgården,1,3,1,2,0.8333333333333333
2021-04-25,Norrkoping,Halmstad,IFK Norrköping,Halmstads BK,2,1,0,1,0.8558352402745995
2021-04-25,Malmo FF,Ostersunds,Malmö FF,Östersunds FK,1,1,0,0,0.9545454545454546
2021-04-25,Kalmar,Orebro,Kalmar FF,Orebro SK,1,0,0,0,0.8571428571428571
2021-04-25,AIK,Hammarby,AIK,Hammarby IF,2,0,1,0,0.9444444444444444
2021-04-24,Hacken,Sirius,BK Häcken,IK Sirius,1,2,0,1,0.8571428571428571
2021-04-18,Sirius,Halmstad,IK Sirius,Halmstads BK,1,0,0,0,0.849624060150376
2021-04-18,Ostersunds,Orebro,Östersunds FK,Orebro SK,5,0,3,0,0.8831168831168831
2021-04-18,Hacken,Malmo FF,BK Häcken,Malmö FF,1,2,0,2,0.9285714285714286
2021-04-18,Djurgarden,Norrkoping,Djurgården,IFK Norrköping,1,0,0,0,0.9347826086956521
2021-04-18,Degerfors,Kalmar,Degerfors IF,Kalmar FF,0,1,0,1,0.8785714285714286
2021-04-17,Hammarby,Mjallby,Hammarby IF,Mjällby AIF,2,0,1,0,0.8562091503267973
2021-04-11,Norrkoping,Sirius,IFK Norrköping,IK Sirius,1,1,1,0,0.8633540372670807
2021-04-11,Mjallby,Varberg,Mjällby AIF,Varbergs BoIS FC,0,0,0,0,0.7450980392156863
2021-04-11,Halmstad,Hacken,Halmstads BK,BK Häcken,1,0,0,0,0.849624060150376
2021-04-11,Elfsborg,Djurgarden,IF Elfsborg,Djurgården,0,2,0,1,0.9444444444444444
2021-04-10,Orebro,Goteborg,Orebro SK,IFK Göteborg,0,0,0,0,0.849624060150376
2021-04-10,Malmo FF,Hammarby,Malmö FF,Hammarby IF,3,2,2,2,0.9444444444444444
2020-12-06,Orebro,Hammarby,Orebro SK,Hammarby IF,2,1,1,0,0.873015873015873
2020-12-06,Norrkoping,Helsingborg,IFK Norrköping,Helsingborg,3,4,3,4,0.9347826086956521
2020-12-06,Malmo FF,Ostersunds,Malmö FF,Östersunds FK,4,0,4,0,0.9545454545454546
2020-12-06,Kalmar,Hacken,Kalmar FF,BK Häcken,0,0,0,0,0.8571428571428571
2020-12-06,Goteborg,Sirius,IFK Göteborg,IK Sirius,2,0,1,0,0.849624060150376
2020-12-06,Falkenbergs,Mjallby,Falkenbergs FF,Mjällby AIF,2,3,1,1,0.8700980392156863
2020-12-06,Elfsborg,AIK,IF Elfsborg,AIK,2,2,2,0,0.9444444444444444
2020-12-06,Djurgarden,Varberg,Djurgården,Varbergs BoIS FC,1,0,0,0,0.8333333333333333
2020-11-29,Varberg,Malmo FF,Varbergs BoIS FC,Malmö FF,3,2,1,0,0.8333333333333333
2020-11-29,Ostersunds,Goteborg,Östersunds FK,IFK Göteborg,0,4,0,2,0.8755980861244019
2020-11-29,Helsingborg,Falkenbergs,Helsingborg,Falkenbergs FF,0,0,0,0,0.9583333333333333
2020-11-22,Kalmar,Djurgarden,Kalmar FF,Djurgården,0,3,0,3,0.9285714285714286
2020-11-22,Elfsborg,Helsingborg,IF Elfsborg,Helsingborg,2,1,0,0,0.9444444444444444
2020-11-22,AIK,Orebro,AIK,Orebro SK,0,2,0,1,0.9285714285714286
2020-11-08,Varberg,Hammarby,Varbergs BoIS FC,Hammarby IF,5,2,2,1,0.7777777777777777
2020-11-08,Orebro,Kalmar,Orebro SK,Kalmar FF,0,1,0,1,0.8571428571428571
2020-11-08,Djurgarden,AIK,Djurgården,AIK,0,1,0,0,1.0
2020-11-07,Mjallby,Norrkoping,Mjällby AIF,IFK Norrköping,2,0,1,0,0.8465473145780051
2020-11-07,Hacken,Ostersunds,BK Häcken,Östersunds FK,2,1,1,0,0.8831168831168831
2020-11-07,Falkenbergs,Elfsborg,Falkenbergs FF,IF Elfsborg,1,3,0,2,0.9027777777777777
2020-11-01,Sirius,Kalmar,IK Sirius,Kalmar FF,2,2,2,1,0.8571428571428571
2020-11-01,Mjallby,Ostersunds,Mjällby AIF,Östersunds FK,3,0,3,0,0.8663101604278074
2020-11-01,Elfsborg,Norrkoping,IF Elfsborg,IFK Norrköping,2,1,1,1,0.8792270531400965
2020-10-25,Ostersunds,Hammarby,Östersunds FK,Hammarby IF,1,3,0,0,0.898989898989899
2020-10-25,Kalmar,Falkenbergs,Kalmar FF,Falkenbergs FF,0,0,0,0,0.8869047619047619
2020-10-24,Hacken,Mjallby,BK Häcken,Mjällby AIF,2,2,0,1,0.8403361344537814
2020-10-24,Djurgarden,Sirius,Djurgården,IK Sirius,4,0,0,0,0.9285714285714286
2020-10-18,Varberg,Norrkoping,Varbergs BoIS FC,IFK Norrköping,1,3,1,2,0.7681159420289855
2020-10-18,Sirius,Ostersunds,IK Sirius,Östersunds FK,2,3,0,1,0.8831168831168831
2020-10-18,Hammarby,Mjallby,Hammarby IF,Mjällby AIF,4,2,3,1,0.8562091503267973
2020-10-18,Elfsborg,Kalmar,IF Elfsborg,Kalmar FF,3,1,2,0,0.873015873015873
2020-10-18,AIK,Goteborg,AIK,IFK Göteborg,2,0,1,0,0.9210526315789473
2020-10-04,Ostersunds,AIK,Östersunds FK,AIK,1,2,0,1,0.9545454545454546
2020-10-04,Norrkoping,Sirius,IFK Norrköping,IK Sirius,1,2,1,1,0.8633540372670807
2020-10-04,Mjallby,Helsingborg,Mjällby AIF,Helsingborg,3,2,1,1,0.9117647058823529
2020-10-04,Kalmar,Malmo FF,Kalmar FF,Malmö FF,0,4,0,2,0.9285714285714286
2020-10-04,Hammarby,Djurgarden,Hammarby IF,Djurgården,1,1,1,0,0.9444444444444444
2020-10-04,Goteborg,Varberg,IFK Göteborg,Varbergs BoIS FC,1,0,1,0,0.7543859649122806
2020-10-03,Orebro,Elfsborg,Orebro SK,IF Elfsborg,3,2,2,2,0.873015873015873
2020-10-03,Hacken,Falkenbergs,BK Häcken,Falkenbergs FF,3,0,3,0,0.8869047619047619
2020-09-27,Malmo FF,Hacken,Malmö FF,BK Häcken,3,0,2,0,0.9285714285714286
2020-09-27,Helsingborg,Ostersunds,Helsingborg,Östersunds FK,0,1,0,0,0.9545454545454546
2020-09-27,Falkenbergs,Hammarby,Falkenbergs FF,Hammarby IF,1,3,1,0,0.9027777777777777
2020-09-27,Elfsborg,Goteborg,IF Elfsborg,IFK Göteborg,0,0,0,0,0.8654970760233918
2020-09-27,Djurgarden,Norrkoping,Djurgården,IFK Norrköping,1,2,0,1,0.9347826086956521
2020-09-26,Orebro,Sirius,Orebro SK,IK Sirius,2,1,1,0,0.8571428571428571
2020-09-20,Ostersunds,Djurgarden,Östersunds FK,Djurgården,1,1,0,0,0.9545454545454546
2020-09-20,Norrkoping,Malmo FF,IFK Norrköping,Malmö FF,1,1,0,0,0.9347826086956521
2020-09-20,Goteborg,Kalmar,IFK Göteborg,Kalmar FF,1,2,0,1,0.849624060150376
2020-09-20,AIK,Hammarby,AIK,Hammarby IF,3,0,2,0,0.9444444444444444
2020-09-13,Mjallby,Varberg,Mjällby AIF,Varbergs BoIS FC,2,3,0,2,0.7450980392156863
2020-09-13,Malmo FF,AIK,Malmö FF,AIK,0,0,0,0,1.0
2020-09-13,Hammarby,Helsingborg,Hammarby IF,Helsingborg,2,2,1,0,0.9444444444444444
2020-09-13,Falkenbergs,Goteborg,Falkenbergs FF,IFK Göteborg,0,3,0,2,0.8793859649122806
2020-09-12,Djurgarden,Elfsborg,Djurgården,IF Elfsborg,1,1,0,1,0.9444444444444444
2020-08-30,Orebro,Norrkoping,Orebro SK,IFK Norrköping,4,3,2,2,0.8633540372670807
2020-08-30,Mjallby,Goteborg,Mjällby AIF,IFK Göteborg,1,1,0,1,0.8328173374613003
2020-08-30,Malmo FF,Elfsborg,Malmö FF,IF Elfsborg,1,1,1,1,0.9444444444444444
2020-08-30,Helsingborg,Djurgarden,Helsingborg,Djurgården,3,1,0,0,1.0
2020-08-30,Hammarby,Kalmar,Hammarby IF,Kalmar FF,3,3,1,2,0.873015873015873
2020-08-30,AIK,Hacken,AIK,BK Häcken,0,1,0,0,0.9285714285714286
2020-08-29,Varberg,Sirius,Varbergs BoIS FC,IK Sirius,2,0,0,0,0.7619047619047619
2020-08-29,Ostersunds,Falkenbergs,Östersunds FK,Falkenbergs FF,2,1,2,0,0.9128787878787878
2020-08-23,Varberg,Orebro,Varbergs BoIS FC,Orebro SK,2,1,0,1,0.7619047619047619
2020-08-23,Malmo FF,Falkenbergs,Malmö FF,Falkenbergs FF,2,1,1,0,0.9583333333333333
2020-08-23,Elfsborg,Ostersunds,IF Elfsborg,Östersunds FK,0,1,0,0,0.898989898989899
2020-08-23,AIK,Helsingborg,AIK,Helsingborg,2,0,1,0,1.0
2020-08-22,Sirius,Hammarby,IK Sirius,Hammarby IF,3,1,0,1,0.873015873015873
2020-08-22,Djurgarden,Goteborg,Djurgården,IFK Göteborg,2,2,0,1,0.9210526315789473
2020-08-16,Mjallby,Malmo FF,Mjällby AIF,Malmö FF,2,2,1,0,0.9117647058823529
2020-08-16,Hammarby,Elfsborg,Hammarby IF,IF Elfsborg,2,2,1,1,0.8888888888888888
2020-08-16,Falkenbergs,AIK,Falkenbergs FF,AIK,1,1,1,1,0.9583333333333333
2020-08-15,Orebro,Djurgarden,Orebro SK,Djurgården,0,3,0,1,0.9285714285714286
2020-08-09,Ostersunds,Elfsborg,Östersunds FK,IF Elfsborg,0,1,0,0,0.898989898989899
2020-08-09,Orebro,Goteborg,Orebro SK,IFK Göteborg,1,1,0,0,0.849624060150376
2020-08-09,Mjallby,AIK,Mjällby AIF,AIK,3,1,2,1,0.9117647058823529
2020-08-09,Hacken,Kalmar,BK Häcken,Kalmar FF,0,2,0,1,0.8571428571428571
2020-08-09,Falkenbergs,Malmo FF,Falkenbergs FF,Malmö FF,0,1,0,1,0.9583333333333333
2020-08-09,Djurgarden,Hammarby,Djurgården,Hammarby IF,1,2,0,2,0.9444444444444444
2020-08-02,Varberg,Ostersunds,Varbergs BoIS FC,Östersunds FK,1,1,0,0,0.7878787878787878
2020-08-02,Helsingborg,Hammarby,Helsingborg,Hammarby IF,1,1,1,0,0.9444444444444444
2020-08-02,Goteborg,Malmo FF,IFK Göteborg,Malmö FF,0,3,0,2,0.9210526315789473
2020-08-01,Orebro,Falkenbergs,Orebro SK,Falkenbergs FF,1,2,0,0,0.8869047619047619
2020-08-01,Djurgarden,Hacken,Djurgården,BK Häcken,3,1,2,1,0.9285714285714286
2020-07-26,Sirius,Malmo FF,IK Sirius,Malmö FF,2,5,1,0,0.9285714285714286
2020-07-26,Hacken,Goteborg,BK Häcken,IFK Göteborg,0,0,0,0,0.849624060150376
2020-07-26,Falkenbergs,Norrkoping,Falkenbergs FF,IFK Norrköping,3,3,2,0,0.8931159420289855
2020-07-26,Elfsborg,Varberg,IF Elfsborg,Varbergs BoIS FC,3,3,1,1,0.7777777777777777
2020-07-26,AIK,Djurgarden,AIK,Djurgården,0,1,0,0,1.0
2020-07-19,Varberg,AIK,Varbergs BoIS FC,AIK,2,2,1,1,0.8333333333333333
2020-07-19,Sirius,Norrkoping,IK Sirius,IFK Norrköping,4,2,1,1,0.8633540372670807
2020-07-19,Ostersunds,Hacken,Östersunds FK,BK Häcken,2,2,0,0,0.8831168831168831
2020-07-19,Malmo FF,Kalmar,Malmö FF,Kalmar FF,2,1,0,1,0.9285714285714286
2020-07-19,Falkenbergs,Helsingborg,Falkenbergs FF,Helsingborg,2,2,1,0,0.9583333333333333
